transaction_id,customer_id,transaction_date,amount,currency,transaction_type,channel,merchant_name,merchant_category,location_country,location_city,is_flagged
da451fce-bc6e-4fb9-9d42-939278e0bad5,b7c2ce12-c0c9-49a6-a3b4-968fe05ae88f,2022-09-04 12:43:21,538.22,INR,deposit,online,Harris Ltd,entertainment,Germany,Joelbury,False
0801cc26-ea58-4d5f-aadd-82541eade4ef,8a0466c7-3fde-4edb-9736-ee1c7595df90,2024-05-23 08:26:00,1224.38,JPY,purchase,mobile,Hernandez-Love,travel,Japan,Robbinstown,False
91112e1f-6081-487c-97e3-d37b97d28a73,01e33172-13e1-4e11-89f8-b64231e173ce,2024-04-24 12:48:05,307.55,INR,deposit,online,"Hutchinson, Watson and Johnson",groceries,CANADA,East Karlport,False
ef527c13-dafe-4918-bd8a-4497d0a357d7,c7a78f9d-0812-4be8-9582-7d24f805735e,2022-09-02 21:21:25,1310.46,USD,purchase,mobile,Jimenez-Edwards,utilities,Germany,Phyllisport,False
381fa26b-7f8a-4a3f-ab0d-d49dc00a787f,6a5d2767-3d4e-48e2-ac54-e034e3df8387,2024-02-18 23:03:05,1924.91,JPY,purchase,mobile,Hayes-Erickson,groceries,CANADA,Timothyshire,True
586096d0-d94b-458d-905a-7a64990a36eb,b69a7262-ab0a-4ae5-baa6-8f291a0e8fa5,2024-03-03 18:20:37,235.63,USD,deposit,mobile,Burke-Carter,entertainment,CANADA,Kelleyport,False
032ef777-7b68-4b6b-b238-b2f5ad948754,0f1326bd-57dc-4df6-834b-54c667c95241,2022-10-20 14:18:31,672.86,INR,purchase,ATM,"Good, Espinoza and Ray",travel,USA,Jenkinsstad,False
2e2ed6ae-860b-49e2-a2aa-0f5c1d7a1078,d3fb1666-8d75-42fe-aae5-47c525d2b852,2023-11-27 15:40:05,1892.71,INR,purchase,online,"Williams, Lee and Wong",entertainment,UK,East Samuel,False
d084d74b-ae71-40c9-add8-e8749a25a83f,4da5f896-574f-4841-9886-4e9bc33e2f37,2023-12-15 13:36:40,1409.28,USD,withdrawal,online,"Dudley, Miller and Meyer",retail,IND,Hamptonfort,False
46dd701d-5835-4389-bba4-c5d35f0fa39e,ef0c8323-65bb-4b39-bcb9-70a27518693f,2022-10-05 12:18:18,233.2,JPY,withdrawal,ATM,Smith-Garrett,Electronics,IND,Briannafort,True
76dc524e-2da0-4451-ab47-21e096256aa2,ab6c9f27-bfca-4a68-8122-09641ba7fd31,2023-11-08 15:32:21,1935.91,EUR,deposit,mobile,Vargas-Ortega,travel,CANADA,West Kevinville,False
614c6ce0-64eb-4303-b24e-48bad1fb43dd,7f4e287f-6c5a-41b5-9158-214f04b648ad,2023-08-26 16:26:00,1573.39,INR,withdrawal,mobile,Hodge-Haney,entertainment,Germany,Carrshire,False
136bb1c0-e7f4-43b1-815b-952ab1f98151,88251e77-e399-43ab-be60-6f3209a90914,2023-09-12 13:32:26,689.65,INR,purchase,in-branch,Williams Ltd,groceries,Germany,New Yolandafort,True
9d518e65-d204-4ee7-9cb1-972bdbe634ad,9a1f6de7-2aa1-4857-b9c6-7d4714687ec7,2023-01-27 03:37:54,1419.65,USD,transfer,online,"Smith, Nguyen and Mcintosh",travel,Germany,West Linda,False
22549e27-5a17-42f5-b8c9-0c4791bcd0cb,dad16236-9a37-4089-a074-0bbc965e992d,2024-05-03 12:18:22,1286.23,INR,withdrawal,mobile,Lopez and Sons,travel,Germany,East Danielton,False
3fb425cd-86a0-43de-847f-745774c84cba,4dac7f89-2b5f-4b7c-9127-c465dac45810,2023-01-06 04:19:05,513.37,EUR,deposit,ATM,Hall-Schultz,groceries,Germany,New Matthew,False
30637ea7-d1f9-47e7-8957-3a2951162e74,e84ffde5-cefc-4fd2-8998-50cee0ec8487,2023-02-04 00:12:28,161.42,USD,transfer,online,"Day, Moore and Wilson",groceries,CANADA,Stevensmouth,False
f80f6519-315c-4bf9-aed1-b52a6674bbd3,a09c24c2-cadf-4ef7-a815-88f8ca244933,2022-10-10 06:22:01,35.9,EUR,transfer,mobile,Oneal Group,Electronics,USA,Vegaport,False
29a72d55-439f-48c5-87e8-a6d7f1e9101f,49ab8b12-4891-47b8-983e-de7f462f6478,2022-09-29 20:35:39,750.42,USD,purchase,ATM,Burgess-Roach,Electronics,UK,Scotttown,False
06492e13-2345-46ac-89d8-6b4798f1a3c1,d9835a54-8598-444c-9f57-69a15e826f63,2024-02-26 10:24:37,1923.01,INR,purchase,ATM,Campbell-Newton,utilities,CANADA,South Russellville,False
ade38701-dea7-4822-b8a1-02ebadefd77e,050fbaca-9239-4fa7-980f-1373b76f57a1,2023-05-24 02:38:42,487.97,EUR,purchase,in-branch,Acevedo and Sons,Electronics,Germany,West Ashley,True
a4c769b2-93a0-41a9-9789-2a7e0d4605d7,c4971298-b4fb-499e-9fac-9fff7dd9c32a,2023-04-26 04:40:23,1696.38,INR,withdrawal,online,Taylor-Bullock,retail,IND,Martinfurt,False
dbc2530d-92b3-45fb-98aa-f3fb1ab0b65f,11d52697-0981-42ac-ba36-339fa0bc70ce,2024-06-01 07:57:08,1655.76,EUR,transfer,mobile,Underwood-Glass,retail,Germany,West Michael,True
e09a9696-fd09-4147-9a7e-2bfaf8b2f478,f4dbaf45-2fc9-467e-a7e1-b8d1a2d43063,2023-10-23 18:47:22,606.82,JPY,deposit,mobile,Young PLC,groceries,Germany,Payneshire,False
df4a6d2f-fd27-436c-891d-892e9a41caac,d26ccc25-76fc-464f-85f8-b52e8fd24c9c,2024-07-30 22:27:00,1538.77,INR,withdrawal,online,Johnston-Love,utilities,Japan,Sandovalland,False
06f47705-1730-4ff5-a446-36e4dd8c202e,b5024b55-0ec8-4db4-9b1c-9ddcb73a1804,2024-01-09 07:45:12,464.77,EUR,withdrawal,online,Hernandez-Hunter,entertainment,UK,Meadowschester,False
7cc2f16d-ccb3-4367-ba03-32be28aa0087,543c3d58-50f6-4661-a22a-8e931c50fffd,2023-02-06 21:55:25,758.32,EUR,purchase,mobile,"Valdez, Hernandez and Allen",entertainment,CANADA,Port Robert,False
e014566e-b98e-4eb1-b2aa-94e5abe78936,094fd707-d390-4db1-8b05-ea261d8afbb6,2023-02-06 06:53:08,528.13,GBP,withdrawal,online,Smith-Roach,entertainment,Germany,Cervantesberg,False
508098f8-4ae0-4037-8b80-ee882857beab,d5df03ee-e9a0-46d2-9156-3d199c7fdbcd,2023-08-08 21:29:11,1804.74,GBP,purchase,ATM,Charles Ltd,utilities,USA,Gilberthaven,False
6da2b821-b629-45b4-964f-4ca2a5411dc1,33416b3e-0cd6-4245-bcf6-e4914caec7bd,2022-11-12 02:08:06,1271.03,GBP,withdrawal,mobile,Anderson-Jones,Electronics,Japan,Lake Janiceville,False
434dd761-d217-4a23-aa66-3f1b4decf973,ac8d3dbb-7f22-444d-bfe7-a3cbc3d11d00,2023-06-20 20:49:20,558.12,GBP,purchase,in-branch,"Lawson, Compton and Cooper",Electronics,IND,West Jasonborough,False
adac6759-54e1-41f5-83c2-8d1417290734,d5fab65c-379c-4cbf-8549-56a8c925fa61,2024-03-25 13:05:30,668.11,GBP,withdrawal,online,Larson-Ritter,utilities,USA,Waltersburgh,False
df65d7b8-a00e-4944-96a5-f6f268246902,365fafeb-a2ad-4638-a8fb-7ad93e5d40b5,2023-09-07 03:07:10,779.99,INR,transfer,online,Gilbert-Nelson,retail,IND,New Melissaview,False
06bb2bde-4c8f-4e02-9822-f9a6317039f8,42ac43b4-91fa-4de6-aef6-169954f809db,2024-06-24 11:43:09,1999.34,EUR,withdrawal,ATM,"Graves, Arnold and Ray",entertainment,Japan,East Wandafurt,False
32eb0c7e-71ab-40be-8978-06e50ae4901a,ece12733-f068-45aa-951a-e3b4cfe1bf2c,2023-08-26 12:22:39,1439.01,INR,withdrawal,in-branch,Rose LLC,travel,Germany,South Stephen,False
e7292a83-14c4-4bd3-b1a9-ca59fb051be3,346aaa8b-15dc-4d4b-a8e1-b88525523bfb,2022-12-28 12:22:31,998.26,JPY,transfer,ATM,Parker Ltd,Electronics,CANADA,North Rickborough,False
3baaf714-864b-4a7a-9f6a-72c6b67aec81,647f53f4-9409-4f05-955e-396bf801f9ce,2023-02-04 22:03:34,682.35,INR,withdrawal,in-branch,"Cole, Thomas and Chandler",entertainment,CANADA,West Tammy,False
2a647e7b-ff16-467f-a17f-bd45211b1525,5038ba82-e62c-4804-b818-518c10bae697,2023-02-19 09:31:44,326.35,GBP,withdrawal,ATM,"Thomas, Hickman and Johnson",Electronics,UK,Port Edwin,False
7233ef1f-9c29-46d0-8103-74d117825daf,3e226f45-b816-4918-b11a-262a9491a1ca,2023-01-16 07:16:11,611.7,USD,transfer,in-branch,"Silva, Franklin and Thompson",retail,CANADA,East Rebeccaland,False
302ac78b-69c4-4dce-b1ec-42b99b70b9e8,539941af-6683-4433-888b-3817bd2e7b19,2024-04-28 08:13:29,1157.3,GBP,deposit,online,"Pratt, Carpenter and Warren",retail,UK,Susanfort,False
a3d769a5-fb69-45ce-8d68-86aa623a17a0,56d86672-b996-44c0-978b-a50ee3fe3c2b,2023-08-07 19:57:33,145.43,USD,purchase,online,"Harris, Parker and Miller",retail,CANADA,Rachelchester,False
dfdf3040-c4f8-46ba-914f-6620f34ae1c1,33416b3e-0cd6-4245-bcf6-e4914caec7bd,2023-05-10 01:30:42,518.18,GBP,transfer,online,"Bryant, Nguyen and Morris",Electronics,CANADA,Ramirezville,False
48527948-eaca-4379-bcea-0beea46b68cd,2bb98a67-e5c1-4e4a-8822-43358a992103,2024-03-08 03:47:53,1899.94,GBP,deposit,online,Daniels-Morton,entertainment,Japan,Lake Kevinstad,False
b561f373-b304-44b6-a8e6-02f5d25b2164,fcf80289-387d-4a14-98a4-a7b3fe5b749c,2023-01-24 09:31:46,960.72,EUR,withdrawal,in-branch,Sosa-Wagner,retail,Japan,Paulburgh,False
0ed4fd8a-517f-40d8-a5aa-95aae130e78b,04692706-9dbb-4f5e-89cc-acf289faca5a,2023-05-24 19:28:25,1162.8,EUR,purchase,in-branch,"Boyer, Stewart and Santiago",travel,USA,Christinabury,False
46af9c13-927f-4975-803f-aed47574e581,a28e4706-8415-497f-a68d-61e7de49d493,2023-11-04 01:16:51,1070.15,EUR,deposit,ATM,Anderson-Lane,travel,UK,East Davidport,False
c6ad9444-2a59-49e9-a1d5-ff4586e65058,926b3f99-31ae-495e-86fa-bcff07ae445d,2024-02-17 05:47:33,468.34,USD,deposit,mobile,Crawford-Chavez,utilities,CANADA,North Markville,False
04b6a99d-724c-40ba-b0c3-f313e2f08fd7,c627fcfd-95ab-416b-bbd5-d9d409ce9c9e,2024-02-25 02:17:31,1920.22,GBP,withdrawal,ATM,"Jordan, Hall and Clay",Electronics,Japan,Nicholsshire,False
c4841baa-b1eb-4ad1-8d38-397de09ff1df,d0255380-c1e3-4653-8501-d40950d072f0,2023-01-10 08:25:55,1015.97,EUR,deposit,ATM,"Webb, Estrada and Davis",travel,Germany,Jonathanstad,False
16b82954-aedd-4dc9-aec7-7031a11f27f6,e3a5f43e-091c-485c-8ac6-310b770063d6,2023-07-05 05:33:06,1099.74,INR,transfer,in-branch,Williams and Sons,entertainment,UK,Lake Jenniferview,False
73050b0e-0241-4159-a309-60b56ed0d2fd,4b1b3572-f841-45d6-ad7b-24422cb94305,2023-06-10 23:08:42,1070.22,JPY,transfer,online,Fritz PLC,travel,UK,New Cody,False
dc076de3-986e-497f-a711-3aa57a0f2886,f4385256-acfd-4eec-b25e-5e9e65080251,2022-11-26 03:44:05,1551.03,USD,purchase,mobile,Baxter Inc,utilities,Japan,Port Jeremy,False
9019d9ec-9f09-4aeb-9fdd-f85a811b6b50,3b6e048f-9767-4dc5-bb8a-ac4a4cec9e2e,2024-08-01 18:03:50,1694.33,INR,withdrawal,ATM,Bell-Sanders,travel,CANADA,Douglastown,False
519c0dd8-85d1-4f40-8095-7692af89a5fa,63e28e69-95b1-4081-92be-d8c89d78a34e,2024-07-15 07:39:20,818.19,GBP,withdrawal,mobile,"Ramos, Macdonald and Montgomery",groceries,CANADA,Simsview,True
25f49e13-ac52-4017-952f-96da528e18e7,8a4d7fdb-9bec-4e33-bf2f-333ca1460d42,2023-09-11 13:55:08,1762.66,EUR,deposit,in-branch,Ortiz-Cruz,groceries,IND,Port Samanthafort,False
7da19144-7bd5-4a95-ae8c-cb1de319dbd9,4efd6691-602a-450f-9b06-8207de23584e,2023-09-29 02:27:49,1485.92,JPY,withdrawal,in-branch,Scott-Norris,groceries,UK,Potterland,False
8b38b22b-6d90-4428-8964-01bdd2df9f80,e95d3c6b-83df-4007-914d-23512a11654d,2024-02-13 08:51:38,817.76,JPY,withdrawal,online,Chan-Gardner,Electronics,UK,Greggburgh,False
551a3a1d-c75a-4054-b511-6c23d08a860f,f2a6c5f2-626c-449e-a2f1-1362ea385748,2023-06-28 22:42:56,1045.08,JPY,transfer,mobile,"Montoya, Hughes and Taylor",Electronics,IND,Melanietown,False
5f621dc7-92ab-4eb4-a7b8-1acc5f89e1e7,310dc5d9-4ba7-49d4-b15c-da4fc3b583e5,2022-09-29 13:02:42,332.88,EUR,withdrawal,ATM,"Becker, Delacruz and Owen",retail,Germany,New Kimberlytown,False
fd129cae-425c-4e8b-834e-0a93a56a658a,6fd69f10-edf9-429f-a9d3-2b81bfd42ebf,2023-10-08 08:11:36,297.88,USD,purchase,online,Roberts-Potter,utilities,CANADA,North Lisa,False
e302002a-ff7b-4217-81b7-b3a904784f21,6a1260e2-334f-458e-82b6-6a8a493479c6,2024-04-23 23:00:39,1761.1,GBP,withdrawal,mobile,Barry-Smith,utilities,IND,Lake Samanthatown,False
7c962973-10f4-4c5f-83bd-1eaec4613b2e,8e18c512-dbcf-405e-9941-08a9ab1892c4,2022-12-12 04:58:25,786.5,JPY,purchase,online,Bryan-Jones,Electronics,Japan,Nunezport,False
cabbeb3d-5404-4e8f-ae3f-957f7a61f943,8ee27de6-d7b6-4f79-bb7f-a1189d4a39b1,2024-02-16 03:21:34,813.54,JPY,purchase,ATM,Rich-Hernandez,groceries,UK,Lindamouth,False
e77a88cc-168b-4cd0-bc09-84f752feb064,f25a5df3-0ae4-43b9-91b9-bd69d813eea9,2023-11-05 22:21:43,1618.9,EUR,purchase,ATM,"Adams, Weaver and Santiago",groceries,Japan,Christophertown,False
37c72fc9-d768-4665-9956-c8642f5feee4,ab6c9f27-bfca-4a68-8122-09641ba7fd31,2024-06-08 12:13:41,464.83,EUR,transfer,online,"Harris, Miller and Carlson",utilities,USA,South Joshuafurt,False
1d11349a-bfb6-4129-9a68-ad9d21f1a05e,bdba1ca6-f3f2-4c95-804a-63f59f37c6d0,2022-12-16 14:51:24,609.37,INR,deposit,ATM,"Lamb, Carpenter and Ramsey",groceries,IND,East Belinda,False
e9307e37-a7dc-496d-9192-87d024e930b4,17cace9f-becc-4a5e-a11b-5a860042a534,2023-01-22 18:05:20,796.83,USD,transfer,ATM,Schmidt LLC,Electronics,IND,New Christopher,False
45b5c108-6d7a-4d2d-a161-4590185fee32,b07009e9-ef71-45b0-9424-adbe13bb160f,2022-10-16 03:06:34,874.74,GBP,purchase,in-branch,"Sosa, Singh and Clark",retail,IND,Savannahview,False
0a001c80-a7ce-4f8f-a50f-9659f53efab8,8a0466c7-3fde-4edb-9736-ee1c7595df90,2024-02-09 02:12:35,1739.12,JPY,deposit,in-branch,"Torres, Vargas and Mendoza",Electronics,Germany,North Rickyberg,False
ccb34a13-62bc-45d3-936f-a552cfee8052,e8fcb47a-846d-484d-9e90-2d15453bfc89,2022-10-07 07:15:32,411.56,GBP,transfer,ATM,Fisher-Hamilton,entertainment,IND,Port Samantha,False
94c5bf82-1ba3-48fe-bdae-3b4571c5ed7c,018ee93e-3268-40ae-ae2d-fc605e2f026f,2022-09-25 14:12:53,1724.57,EUR,withdrawal,in-branch,Acosta and Sons,utilities,IND,North Alexanderfort,False
ee671f15-fdc1-4311-9e03-309f58343b27,86077b66-212e-4964-97ab-f6f6b7ab6f02,2023-05-19 07:38:56,1229.38,JPY,purchase,in-branch,Williams-Thomas,groceries,USA,Cynthiaborough,False
2fe0a5d9-2def-4a0d-ba02-65c46df89ec3,734b4291-62d9-4d57-9e7e-01aeaa2535ed,2023-05-28 09:53:46,340.41,EUR,deposit,online,Adams Inc,retail,USA,Ianfort,False
7056e744-40e9-4505-b91d-45b651fab8a4,579af8cb-d8ca-4064-8ddd-9320934a53de,2023-03-28 18:39:02,448.75,JPY,withdrawal,online,Campbell-Anderson,retail,Japan,Combsfurt,False
d2754451-3737-4895-846a-6f3193da91dd,01a64564-2e6f-4023-a65a-767c65a43106,2023-06-13 00:18:07,108.08,USD,withdrawal,ATM,Wilkinson-Edwards,groceries,CANADA,Justinbury,False
4ea399ab-e225-43b5-b999-5df0f118b1ba,4bb7f612-cdc8-412c-a5ed-8c00d151806a,2023-07-24 20:42:35,1377.83,USD,withdrawal,in-branch,Hughes Inc,groceries,UK,East James,False
aeb22bce-732f-4f82-80f5-4294bc22ac87,713629a1-f629-473e-a1b2-825435ed2073,2022-09-27 03:08:42,1789.65,GBP,withdrawal,in-branch,Lutz Ltd,groceries,Germany,New Dillonburgh,False
c89fb38c-0f9c-45c3-9c0f-5e38255f290a,f3f81e89-bd91-4f71-b1cb-ccd9536afbb9,2024-04-10 21:42:11,690.19,GBP,transfer,mobile,Dickson Ltd,travel,USA,South Richard,False
b203846f-b52e-45a4-81e0-3f28d210998c,d778f687-f21d-4ffe-b0a5-00869589dd70,2024-03-09 14:21:09,1743.69,JPY,deposit,ATM,Garza Group,retail,Germany,Port Christopher,False
9d4d5fef-6e65-47be-9cf5-17a33e2c511b,f4ac8ad1-bb2c-49aa-ab18-d124cf9878b7,2023-12-31 14:12:15,970.58,INR,purchase,online,"James, Clarke and Oliver",Electronics,Japan,South Katherine,False
85cd646a-6695-4bb6-bfe5-79c132e56ecd,c2c14d81-6b3d-40a3-83a5-721d839920ba,2023-06-30 00:03:39,1573.25,USD,withdrawal,in-branch,"Robinson, Russo and Cox",groceries,USA,East Michellefort,False
d9948d3d-3190-4908-889e-c7e9ee1f16f1,de9f41ff-dbb3-4bde-9116-0a82425da234,2023-10-20 09:47:31,1019.92,EUR,transfer,online,Lindsey Ltd,retail,UK,Medinaberg,False
8bce5c17-c68c-4fe8-a887-a3bfc6da6412,a0f14807-1c81-4a42-b50a-ec403a20ae7b,2023-02-17 15:43:08,42.42,EUR,purchase,online,"Thompson, Sims and Miller",utilities,UK,Lake Stephenside,True
