account_id,customer_id,account_type,account_status,open_date,current_balance,currency,credit_limit
11484daf-5ab7-403e-a0fb-3b96527075ee,d3fb1666-8d75-42fe-aae5-47c525d2b852,loan,dormant,2023-02-26,8086.3,JPY,
88262ba3-e050-4f9a-bb6f-1b667513e12d,e2716a53-6cc0-4fa8-93ec-97cce8312cfe,savings,closed,2021-08-20,12072.54,EUR,
9d2bc809-6ae4-4423-b509-ad72523eb33c,52e03c8e-19f8-44f3-8c92-7312fbdab191,checking,dormant,2020-09-30,27064.46,JPY,
b7ac6067-88c1-4c0f-8ecc-0c883123a7ca,3fc29974-2e08-4f82-8396-aae704782cac,checking,active,2021-04-06,34532.82,JPY,
3cdb8e8d-3d62-4a82-89b6-165e66de432c,c6622765-ff46-48a7-97f9-b106635a6d5d,credit card,closed,2022-12-12,8127.65,JPY,37205.99
5a8e62b0-9d60-4fc3-ba70-0ed7de92515c,ba3b3068-acbf-41fc-b8c8-36b4d70d95c9,loan,active,2024-04-10,11003.08,EUR,
ebd98340-7dda-412f-8447-45d478d3b7e3,4194dc6f-25c9-4d1a-92a1-2592bbdfd495,credit card,active,2021-01-05,36390.85,EUR,14393.06
cbca8b3e-368e-45d2-a050-771837aa6c5b,7cfa93fd-11c0-4f11-805a-ff9a1b2e6ef9,loan,active,2024-08-05,41976.76,EUR,
553105ed-1ef4-4c8d-b1af-3219c6594ae4,dbe0424b-8618-45be-8efd-5bd031cbe7ab,loan,closed,2023-05-17,22100.67,EUR,
1454d456-302d-456f-902a-068691fcafe2,b7fd85e5-e627-4094-b324-6a1e16e8c212,loan,dormant,2021-05-28,17914.92,EUR,
9e042af8-688f-42fc-820d-81dc5992db06,47b89065-13bd-4814-a0d0-fb4e6d2a3a4e,savings,closed,2021-01-16,25430.24,EUR,
e75c1cbb-32e4-4584-9206-c9099f8e1cd4,cb1a0eb0-b278-41c5-93e7-c47f4ee934e5,savings,closed,2022-04-22,5684.6,GBP,
215005c5-1583-4d95-98b2-480e4f9022e2,209fc48f-38ac-4d52-a16b-2d507b4a09ad,checking,closed,2022-08-29,18894.59,JPY,
66d95080-1d2d-4aae-8a09-e784a7c095fd,821df60f-4f57-4961-b699-f729fda73bb3,credit card,active,2021-05-07,35086.2,EUR,40680.84
de8958ce-4711-46fc-91f3-03534c0b3d63,badf879b-bfd1-4741-a15b-18372c7cd6d3,checking,closed,2020-03-21,41154.14,GBP,
c87c1706-4056-452e-9e47-7892f3de2e9e,007dc8a6-1bdc-4b68-87a3-610f108d13f8,savings,closed,2023-11-28,43603.01,GBP,
ae87d9df-28ab-4d5b-a561-da65dc57ce70,af5e0d47-e529-49c7-a108-b0053819f9af,savings,active,2022-06-10,39554.81,EUR,
97b00cdd-81e9-4296-a5ca-e869b17d9cd2,e59dcab2-2a14-4337-86ab-b96114b4bb51,savings,closed,2024-04-17,21959.69,EUR,
d939ce96-ea3c-4329-b73f-06a33ff7d49e,e8e09fd9-3418-4e40-b13a-f33209afb2bd,checking,closed,2023-04-19,37043.19,JPY,
c1f25752-c842-4fac-9f5d-8975f134e90d,537c9406-2574-4dc7-981a-04a23c170e49,credit card,closed,2022-03-23,611.72,JPY,1979.83
2b835629-205d-4741-a673-621342093e77,9450514c-59fa-4d6a-8cb8-8a657a081f86,savings,active,2024-03-26,13372.91,JPY,
1d03394e-0f6b-4823-9758-8514b92c4203,a95aac5b-6a8c-420a-8c33-43877008005b,savings,closed,2023-06-13,44872.62,GBP,
1eaf7754-bb9c-46d3-b3f4-f68c12c721a5,01a64564-2e6f-4023-a65a-767c65a43106,loan,active,2020-12-05,20232.94,USD,
f1ffcb83-e2d6-4faf-9344-ea52bd01c51f,488154e4-8147-452d-bc80-f79f03b145c6,checking,active,2023-12-04,1795.8,JPY,
2dbd6056-31d1-4f4d-918a-636615cac9cc,0e788cff-6327-4492-968c-8610d36c9605,credit card,dormant,2023-11-21,36405.3,JPY,9970.69
5dc6012d-fbdf-4a03-aa37-645835d8bcde,dad16236-9a37-4089-a074-0bbc965e992d,credit card,closed,2021-12-05,19446.92,GBP,11742.25
82e7125f-d4a7-4385-bf19-50c048349f92,909e437f-fa58-4791-bc0f-21351970c80b,credit card,dormant,2022-08-30,48469.16,JPY,40389.38
3f41659c-9984-4398-8533-f64ca26c9a2f,5e5fe47a-a3c1-438d-ac17-229718fccd69,credit card,dormant,2021-03-02,-612.31,GBP,48635.87
0c5efdb5-075f-424d-b38e-e60d0abc0adc,0fab015b-a556-47fb-8725-c085b9c039c0,checking,dormant,2022-09-02,5162.64,JPY,
633df067-d0f0-4139-a9c5-97e28744c9c5,6e3be690-faee-41f7-8d70-4f34b46e42f9,loan,closed,2021-11-13,10385.76,USD,
69afb216-4f25-4663-b9b8-25a865be68f1,9053c5d5-a600-4fa0-acc4-70b2368d0626,savings,dormant,2021-03-06,1183.72,GBP,
6bc302a7-24a5-479b-9cb2-c55fb8d19fa6,d6e1cae3-cfd3-4f4c-af76-2052bebece2f,checking,closed,2022-03-25,6532.45,USD,
5ab132be-4b38-415a-9f92-6b6fd94371d7,4e9a458a-f2fd-4e82-8f3d-34712896635e,credit card,dormant,2022-10-16,42958.59,JPY,11946.04
e8f7bca1-a133-49eb-a129-c6ce83b2e4f7,647f53f4-9409-4f05-955e-396bf801f9ce,credit card,active,2023-01-19,13551.83,JPY,2925.48
1ecd5fef-29e5-470d-aeab-ad5627cff80b,29721025-5e35-480f-a7b2-71bf43fd6cdb,loan,dormant,2020-02-11,25937.69,JPY,
c208548f-b07b-4dea-81e3-7c7624b7c120,d30ea222-2548-48a4-9d5c-6d857f9e34a0,savings,active,2024-03-28,43435.05,GBP,
fb04fe0a-52cc-4c2e-9dd9-93f2cc8f9776,f375e61c-ada5-476c-878c-014fb3e4a98c,checking,active,2020-05-20,1446.73,USD,
adf923b5-f44a-4d2e-ac66-b439dbcde048,ff229d83-0ebe-40ea-8633-0f2a7389b44c,savings,dormant,2021-08-20,32365.62,USD,
d5431064-20b5-4890-a8c9-c143b5b59016,ea51f19e-c57a-4a37-bd45-083fca01c1f9,loan,dormant,2020-07-29,16087.11,EUR,
0163e002-caa1-4231-ac6c-cc4862513b99,ec01b372-4bb6-4a33-8f9f-fe40b994db4b,credit card,dormant,2021-05-24,21824.48,EUR,17426.21
d5cf6934-8a03-4388-a935-3a50b1baec3c,63e5a624-1e49-4ca1-ab1c-82bf2b8732f0,credit card,active,2021-01-30,47154.83,GBP,13865.85
304a1e7c-0320-416f-a8ae-1c7ac17a3451,23451812-6ddf-49cf-87f4-53e63c574d61,savings,closed,2022-12-31,13591.4,EUR,
a2a5027d-388f-4236-b0c2-b964c2743c03,352f59e7-63fa-41c4-a23b-a5a2588bceeb,credit card,dormant,2020-05-28,22746.76,USD,31551.55
15c227f8-a5fb-4019-816a-76601d0a97dc,84d18b4b-ade5-4231-9d14-f9d2ea686183,savings,dormant,2023-02-07,8507.57,JPY,
097a015a-6c25-4fd5-b256-cee55d82a30b,2294ceb6-f3b6-4c98-98d4-7a5ad2f6d6ce,loan,closed,2024-04-06,12543.27,USD,
542fccc9-af39-4703-82e2-6a2b1c168efd,0f1326bd-57dc-4df6-834b-54c667c95241,loan,closed,2020-04-20,6155.95,EUR,
826140a4-bed9-493b-b34c-57efa698eed4,e646c8e7-3730-4f07-a8bf-49549c71f88d,savings,dormant,2022-04-14,22493.37,EUR,
a0a7acf0-d695-47c3-ad71-03a896b95c8b,a5fa6c8c-8a6a-428b-b3dc-f56d7616b9b6,credit card,dormant,2024-06-17,27428.29,GBP,13788.0
3dff3a68-47d4-4559-b66b-c25cb58f1f29,82d3e174-1076-40a4-9f01-650e170ce0c4,checking,dormant,2021-10-14,34638.84,JPY,
7cae05b6-6615-4851-b6c9-25766ad2b685,9563244a-8c15-4598-902a-66341293297d,checking,dormant,2024-06-05,3437.99,USD,
72b16bfa-756b-4a0d-bd57-665814053b35,64f322b9-2bc2-4ac0-9167-574502557860,checking,dormant,2022-02-24,17608.13,USD,
e339a07a-f249-4c53-896f-08e51fe38319,7f9b103a-9ca5-4807-a1b5-2de787ff70f1,credit card,closed,2024-04-28,12069.15,EUR,39523.09
acc9fe49-b775-436f-8fee-5bf357c55d8d,27d5d168-0a16-4f6f-a874-bfaeb589824f,checking,closed,2023-06-10,5346.26,EUR,
1669182b-7700-419c-be34-93c66d7f42e5,dc118f30-da1a-4eca-9fd6-0e0a13c08e11,checking,active,2023-09-26,21406.49,EUR,
d6e8e2e2-f948-4783-8017-b37fdd82a1f4,7cfd8f36-9be9-403f-9000-97285c2d8de1,savings,closed,2020-05-20,13497.64,EUR,
34626174-84f3-4d1c-9a7c-570fa2aa8e0a,b66c7a31-52b9-4f09-bf0c-8ec008b8a22d,checking,dormant,2024-04-23,18286.97,EUR,
5dd9a4a2-4605-4061-b87d-b637045e0439,06be31d1-c0e6-4f9d-883b-c1649b289509,savings,dormant,2020-06-27,31731.57,EUR,
a7b62737-0df9-454c-8441-bffe40dcd172,19c57c62-8485-46c2-83ee-93c93f525f4d,checking,closed,2022-09-01,16190.03,USD,
41495ddb-eae3-440d-8a2f-67543534c3c6,4eb19602-ed3e-4f30-a68b-06988e70505a,savings,active,2023-07-24,39051.84,GBP,
35c08248-d01b-4291-94ec-a8db405687eb,0adc77d0-967c-4150-9290-75bb55cc4b76,loan,dormant,2021-10-20,26480.78,EUR,
c5b1c663-d583-4349-972f-8649b3a36ff0,f4dbaf45-2fc9-467e-a7e1-b8d1a2d43063,credit card,active,2022-02-15,38409.38,EUR,11509.75
f1d2c4d8-853f-477c-b77b-dd93c5ca70d3,fc0c15e6-905b-4664-b930-d8dafd7cedce,credit card,active,2020-05-18,25150.1,GBP,6642.88
958e4e33-cc52-4cdb-a0ec-f5a0cbb6d6d3,68016744-1691-4ce9-a0d4-f3729f9c923a,checking,active,2022-11-06,40022.38,JPY,
5d807d26-caec-42c7-8a95-9c7dbbb9eeb2,b7d71f66-4edc-4089-af6c-a740abfec9c6,checking,closed,2022-08-30,30090.3,JPY,
87229fa4-3fdf-4c50-8496-bc6d7a8093d6,37e819e4-c139-4c85-8af7-21977974d4ea,credit card,dormant,2021-05-02,6709.9,USD,38330.16
9c74b014-b1eb-4778-aa9a-1025b26626e0,3aacde44-cc3c-4463-8ad8-b46cb87b0d32,checking,active,2024-01-03,17380.65,USD,
0840c9f1-70a4-4b06-9114-89dfdd3f57b4,e933073c-a518-4fc5-8af8-a4e85abe3b7e,checking,dormant,2022-04-11,32593.65,USD,
a2092ccb-57c8-4e46-9b2b-e614d57a77e3,310dc5d9-4ba7-49d4-b15c-da4fc3b583e5,savings,dormant,2021-09-13,20545.8,GBP,
d50e13aa-8824-4a90-890e-7a0e3493191e,47b89065-13bd-4814-a0d0-fb4e6d2a3a4e,loan,closed,2021-04-11,47801.84,JPY,
08961a13-ba3d-4d99-b840-b411af4b540b,c1a5fa31-18de-4c6d-a2d5-b595d56c0ec6,checking,active,2021-01-09,40077.23,JPY,
a5241577-7394-4348-b040-2cca43008cde,8fef9795-3642-47c9-9a06-3aafb4a96250,checking,active,2023-07-16,31943.79,JPY,
dfb48070-c0c8-4edd-8799-64f747d2892d,0b6a737a-c98e-45d4-ae2f-341d2628b6ca,loan,dormant,2024-01-04,46381.83,USD,
0e946dee-cdb5-4faa-ab1a-9e7a0dd76f06,c7a78f9d-0812-4be8-9582-7d24f805735e,credit card,closed,2022-02-20,32104.35,GBP,21688.36
76bf6040-9e4e-461c-b21f-e4be5bf77378,3fafe157-ed76-4b4a-9bcd-55993747041f,credit card,closed,2022-02-01,21453.81,EUR,36620.04
fdc092af-9e9b-48d5-8496-f4e0b16d3ef0,647f53f4-9409-4f05-955e-396bf801f9ce,checking,active,2021-12-26,17519.37,USD,
99a88ea6-3f71-4224-be8b-66d852417a0f,e712cea7-6fc8-4537-81bf-814af7b61e31,checking,active,2021-10-01,7546.48,USD,
83ea8574-0fb9-44a4-a352-7b68222d916e,4771227c-1426-441c-b454-8b6c2c7eba0d,credit card,active,2022-10-15,14832.9,GBP,38482.34
58ef0286-0141-4a87-878a-9c7957431be9,0412d14d-a3a9-4f8a-a4d6-690e1fe677e3,loan,active,2022-01-05,24211.22,EUR,
81a745ed-469b-4062-9617-06ac86016ae8,d0255380-c1e3-4653-8501-d40950d072f0,checking,closed,2023-05-24,22438.79,USD,
bb37bdc9-f08a-4b37-b140-9be356038f77,483c9be8-2d79-491b-a816-f4b32df80675,credit card,active,2021-06-06,40347.43,GBP,6723.37
a16da2ea-a2da-4228-ac5f-75b457874a02,139e730f-ce6b-480c-a7a4-4492fb7dd286,checking,closed,2023-01-14,37030.06,GBP,
8a13f3b6-e00c-413f-9786-df1d76ab7d07,022a1b10-ca84-4e7c-b8d4-c684e06ecad4,loan,dormant,2021-01-10,22835.13,GBP,
70ed6614-23c9-46c3-a219-c1639e575a0b,f346daeb-5367-4784-a524-a5459d1b982f,savings,closed,2020-08-18,21138.41,EUR,
d88f21f7-3d36-49e4-8690-a20fad6d33f5,139e730f-ce6b-480c-a7a4-4492fb7dd286,savings,closed,2020-05-19,22397.19,USD,
3925a98b-2f4f-46f6-a818-c1f9331a4b38,cabe3c80-9867-41c7-90f2-8255f0b794b4,savings,closed,2024-01-04,18442.39,USD,
d40971fa-ed90-4712-befb-ce35bc9f532d,c48ee896-05f9-49d9-b439-3f696a0ae89c,credit card,dormant,2023-12-16,37231.26,GBP,20443.73
701c1acf-4c6f-4603-8387-ec07e5dd8d22,1254cca3-97a4-4cc7-8fe5-e32c37243184,checking,dormant,2021-11-02,15021.84,GBP,
edb905c8-b06f-4b80-85fa-7b0b2d66ccec,a5d4f6e3-33d5-4857-b279-2b5abe780f35,savings,closed,2020-11-21,11148.23,JPY,
b1885f28-6128-4168-ab79-75220e8fddb1,771a7eb6-05af-472c-a6d0-82bf6375b01a,checking,dormant,2022-02-28,12973.49,JPY,
72d34ff1-0bad-4575-8fa2-6c60fada6c93,d5df03ee-e9a0-46d2-9156-3d199c7fdbcd,credit card,dormant,2020-11-11,-241.71,USD,12028.0
e2ac9c4c-b8f0-4ef9-b565-5527ef6d77be,33416b3e-0cd6-4245-bcf6-e4914caec7bd,checking,dormant,2022-12-15,2811.02,USD,
00929a73-7b30-4b7c-aaf8-68b779662401,f8d05210-efb9-44ef-9cd3-5e8e0caa8661,credit card,closed,2020-08-18,24390.78,GBP,48659.65
3f221ee7-5558-4a4b-854a-cc411addba3f,8783b09c-878a-433a-b2f8-ec92bea7b3d8,credit card,active,2022-09-12,40998.4,JPY,7129.7
4de5522e-0d5b-40f0-bf6c-b1bb125aa918,4c297b8a-9b70-4b53-aca4-8d8bc485a169,savings,active,2022-10-05,11908.58,JPY,
faf0159c-e536-49cb-b58f-d9745baa1d15,2341783e-af07-4e71-be22-287b836227b7,savings,active,2024-01-25,33081.51,USD,
b04873df-3cd0-44f8-a9af-50a435507807,6e161cda-1a65-473d-8fb7-cc9f4b8c39cd,credit card,closed,2022-05-21,20791.1,GBP,4923.51
2b9d4f62-1908-46d7-b786-28b5a0d797ba,974164ba-22df-4f85-884e-9c0f4e7254a5,checking,closed,2022-01-21,8096.27,JPY,
2bbde086-95c2-450c-8c7b-a51a5ffaaf3d,547c48d7-0003-48af-9a08-5f1c28c2ad84,loan,dormant,2024-03-01,34746.24,GBP,
9c5f4172-deee-4e2f-a161-ff00b14783ae,2db23a15-9e21-4338-8dd0-b0e4e131041c,loan,dormant,2020-04-09,6089.85,GBP,
8edf2038-19a9-4b3b-a7f5-a12a2fb29bbc,aaba652e-52b6-4400-a83c-820f610b3334,checking,dormant,2022-07-09,9030.21,USD,
4a66f1f8-45ee-4368-83e2-4d553bd7390b,050fbaca-9239-4fa7-980f-1373b76f57a1,credit card,active,2023-09-19,13579.87,USD,38324.08
1c9f063e-580b-4309-b27a-82348bd79de1,7756f2bb-4c55-4862-a10b-61ad3b02ab82,checking,closed,2021-08-30,7472.41,EUR,
b8f6100d-0ed3-463a-a984-5f490ffe0c9f,5f7fa65b-40e5-4145-a688-0e884b0dde36,credit card,dormant,2024-07-02,36950.99,GBP,21948.0
ebd4ffb5-c16b-4e3b-9a41-c2117e0b6935,4f7c04a3-b860-4bc9-aab7-f8a19ba44f2d,loan,active,2020-05-13,30790.31,USD,
ff11e7ea-8de8-4793-ab58-8c2b7d06d2e3,974164ba-22df-4f85-884e-9c0f4e7254a5,credit card,active,2023-01-25,35285.23,EUR,33767.85
688eb3a9-2cd4-4ba2-b256-c9547ae0187d,e6781e29-a308-451e-a7ee-fcf7cbd9c9f5,savings,dormant,2020-01-21,39574.73,EUR,
3ec10a9b-231e-474a-bf89-9a8170641ecd,3dbfd4b6-90a6-4f16-8fef-b712965b1477,loan,dormant,2022-04-09,38839.83,EUR,
94fed93e-7e86-4671-b4f2-d76e16a4dee2,837e7e41-227e-438b-83ff-c5c185ed4a3d,loan,dormant,2021-03-05,18542.37,GBP,
bbd73c18-98b6-4d4d-aa7b-184d2d41f279,f24a66c9-324e-4e69-ad14-98bf5480d344,checking,dormant,2022-09-27,23078.19,GBP,
99883930-edbe-41e1-93c9-ccb2e6193676,a07d50ed-46a2-42a2-9cd6-e6007f8b62cd,credit card,dormant,2020-05-22,14710.12,EUR,31973.6
081d5d84-595f-4542-817c-2d40b014221a,2798dc07-3031-4488-9599-87f600a51508,credit card,dormant,2020-06-18,23362.46,GBP,2825.03
d64ae5f9-5070-4a7e-a74e-edcccca20ec3,8648b5e2-4031-4f76-8fc6-9d089cd80f4c,credit card,closed,2021-03-18,7152.84,USD,3765.53
8c1ea203-6ba0-439f-bc39-1213efe66533,fc7bef11-8685-4187-9a8c-c7af11c070ad,checking,closed,2024-03-31,46661.04,JPY,
6cbcf5cb-4453-4d2e-80eb-26e4005c34dc,1521f8a4-c824-4ab3-8668-12c2711fa5b4,credit card,active,2022-09-07,19822.07,EUR,38655.76
4fccc446-65ed-4ad6-bc0a-1e9470c1c29e,eb413d9d-65a2-4096-90c6-c2f481187b29,savings,active,2024-01-14,11135.91,GBP,
906c6562-fa70-4b12-93cd-f4f318e71455,2fccf5a6-5896-44f3-b04d-e09bbd67dbd9,checking,dormant,2021-10-15,29981.88,EUR,
f9c16ae8-bc7f-4d27-a2d0-f46495cc433c,7eda485c-d245-437e-a872-b18267dca0af,credit card,active,2021-09-04,47841.42,JPY,40161.02
a0bb3e1e-ac60-416d-bf7a-00cef6be1f6e,af5e0d47-e529-49c7-a108-b0053819f9af,loan,dormant,2020-10-12,31110.92,EUR,
28537e0e-186b-47d8-8196-4ff7a6004922,4f841ec6-ba6f-4041-a61e-f021e3fe43af,loan,active,2023-12-15,33946.49,EUR,
6b006b9d-2903-4a4a-8cff-2bffccbf2482,67fb2d84-749e-4c15-b282-91fb281032fc,savings,dormant,2020-12-16,42759.17,USD,
b47f4336-ab94-40be-b792-e2d6b9eac13e,0bd8b9ae-5293-4c15-8d52-6a567b0d61ca,loan,active,2022-04-27,48222.87,EUR,
541e164c-5f29-499b-82fb-5b8a95f55ddf,543c3d58-50f6-4661-a22a-8e931c50fffd,savings,active,2022-03-25,19599.66,JPY,
eea1b4b4-bdaa-4fb5-b3ac-36a077be8cf6,9563244a-8c15-4598-902a-66341293297d,credit card,active,2021-06-20,23496.53,JPY,24504.41
484c5491-4e35-4372-af46-8bf4e4556c8a,e100ad2b-f9ae-4aa9-a4ea-eb02477497ce,checking,active,2022-03-25,33493.77,EUR,
1bba2a13-3695-4f70-a96d-b3ff2998701c,ac181011-d67b-4e00-90e0-4eb5bdbffa4e,credit card,dormant,2020-08-22,14040.74,USD,41514.92
8fb423e9-afe2-4f90-9d51-d56ac1d57867,a5d4f6e3-33d5-4857-b279-2b5abe780f35,loan,dormant,2023-02-02,34481.06,JPY,
f0728b77-cb2a-4a08-9983-f9a5d272e741,5c164c4f-2ff3-4f1f-90cb-0678871ab2f2,savings,dormant,2020-02-05,25269.89,GBP,
5b04edc6-ee7d-40f2-b658-2d1c1b8fb2d6,3014dd80-d5da-48a6-83c4-e71e7f1e8bce,loan,closed,2020-03-14,32122.0,EUR,
5a77d971-da00-4aca-8c6c-12c19a0a5265,f8b2b3ff-c7a0-40e1-92bc-04de5113cf7d,credit card,active,2023-05-23,1298.71,GBP,20238.59
d2c8d1b6-057d-40e5-89da-288f1af5f43a,352f59e7-63fa-41c4-a23b-a5a2588bceeb,credit card,dormant,2024-06-11,24527.46,JPY,31312.28
65b92cb4-fb1c-4d49-bf72-3e18114630c0,959cf5f1-6518-420c-b573-c64adf7fc546,savings,active,2021-02-19,49783.28,EUR,
5528c568-5b27-4bd2-a6d2-8610b27ddcd7,670ec9ca-d99b-4a3d-8f9d-8aaceef49452,loan,active,2023-07-01,38784.77,USD,
858e305b-279c-4435-be13-e20c0816cc61,76bd0600-37d5-4cb8-9754-5fdc10534f51,loan,active,2021-11-22,6957.11,GBP,
595f0aaf-47b2-45f1-8b75-4c1871d995b2,0acf3c0f-b235-4902-9a34-ecb84c6b6a63,checking,dormant,2021-09-28,27705.57,GBP,
